,odds_date,odds_away_team,odds_away_team_odds,odds_home_team,odds_home_team_odds,odds_bet_team,odds_bet_odds
0,2025-01-01,Miami (FL),-142,Boston College,118,Boston College,118
1,2025-01-01,VMI,1100,,-2500,VMI,1100
2,2025-01-01,Purdue Fort Wayne,100,Northern Ky.,-120,Northern Ky.,-120
3,2025-01-01,Youngstown St.,-245,IU Indy,198,IU Indy,198
4,2025-01-01,UNC Greensboro,112,Wofford,-134,UNC Greensboro,112
5,2025-01-01,Furman,-490,Western Caro.,365,Furman,-490
6,2025-01-01,Howard,720,Yale,-1200,Yale,-1200
7,2025-01-01,California,800,Pittsburgh,-1400,Pittsburgh,-1400
8,2025-01-01,UConn,-820,DePaul,550,UConn,-820
9,2025-01-01,Evansville,340,Southern Ill.,-450,Southern Ill.,-450
10,2025-01-01,Chattanooga,-140,Mercer,116,Mercer,116
11,2025-01-01,Drake,-265,UIC,215,UIC,215
12,2025-01-01,Rice,116,Tulsa,-140,Tulsa,-140
13,2025-01-01,Stanford,440,Clemson,-610,Clemson,-610
14,2025-01-01,North Carolina,-110,Louisville,-110,North Carolina,-110
15,2025-01-01,Villanova,-134,Butler,112,Butler,112
16,2025-01-01,Bradley,-152,Indiana St.,126,Bradley,-152
17,2025-01-01,The Citadel,1600,Samford,-4500,The Citadel,1600
18,2025-01-01,Valparaiso,152,Missouri St.,-184,Valparaiso,152
19,2025-01-01,Belmont,215,UNI,-265,Belmont,215
20,2025-01-02,Gardner-Webb,-106,Charleston So.,-113,Charleston So.,-113
21,2025-01-02,Austin Peay,280,North Florida,-360,North Florida,-360
22,2025-01-02,Longwood,-132,Presbyterian,110,Longwood,-132
23,2025-01-02,USC Upstate,810,Winthrop,-1450,Winthrop,-1450
24,2025-01-02,Loyola Maryland,118,Holy Cross,-142,Holy Cross,-142
25,2025-01-02,Troy,-134,App State,112,App State,112
26,2025-01-02,American,-170,Navy,138,Navy,138
27,2025-01-02,Arkansas St.,-590,Old Dominion,410,Arkansas St.,-590
28,2025-01-02,Army West Point,194,Colgate,-245,Army West Point,194
29,2025-01-02,Bellarmine,610,North Ala.,-1000,North Ala.,-1000
30,2025-01-02,Boston U.,-112,Lafayette,-108,Boston U.,-112
31,2025-01-02,Drexel,-215,Campbell,172,Campbell,172
32,2025-01-02,Hampton,360,Col. of Charleston,-500,Col. of Charleston,-500
33,2025-01-02,Louisiana,114,Coastal Carolina,-140,Coastal Carolina,-140
34,2025-01-02,Delaware,190,Northeastern,-240,Northeastern,-240
35,2025-01-02,Robert Morris,-215,Detroit Mercy,172,Detroit Mercy,172
36,2025-01-02,Elon,-280,N.C. A&T,220,Elon,-280
37,2025-01-02,Memphis,-166,Fla. Atlantic,138,Memphis,-166
38,2025-01-02,FGCU,-385,West Ga.,290,FGCU,-385
39,2025-01-02,Middle Tenn.,-192,,154,,154
40,2025-01-02,ULM,390,Ga. Southern,-550,Ga. Southern,-550
41,2025-01-02,South Alabama,-265,Georgia St.,210,Georgia St.,210
42,2025-01-02,Green Bay,520,Wright St.,-800,Wright St.,-800
43,2025-01-02,Radford,270,High Point,-355,High Point,-355
44,2025-01-02,William & Mary,205,Hofstra,-260,Hofstra,-260
45,2025-01-02,Lipscomb,-235,Jacksonville,186,Jacksonville,186
46,2025-01-02,Southern Miss.,590,James Madison,-950,Southern Miss.,590
47,2025-01-02,Western Ky.,310,Liberty,-400,Liberty,-400
48,2025-01-02,Texas St.,-110,Marshall,-110,Texas St.,-110
49,2025-01-02,Milwaukee,-111,Oakland,-108,Oakland,-108
50,2025-01-02,Stony Brook,240,Monmouth,-310,Stony Brook,240
51,2025-01-02,Northwestern,188,Penn St.,-230,Northwestern,188
52,2025-01-02,Stetson,270,Queens (NC),-355,Stetson,270
53,2025-01-02,Towson,210,UNCW,-265,Towson,210
54,2025-01-02,Bucknell,136,Lehigh,-168,Bucknell,136
55,2025-01-02,UC Irvine,-385,Cal Poly,290,UC Irvine,-385
56,2025-01-02,Idaho St.,118,Northern Ariz.,-144,Idaho St.,118
57,2025-01-02,Illinois St.,205,Murray St.,-255,Murray St.,-255
58,2025-01-02,Purdue,-280,Minnesota,225,Minnesota,225
59,2025-01-02,Weber St.,235,Northern Colo.,-300,Northern Colo.,-300
60,2025-01-02,Omaha,154,North Dakota,-192,Omaha,154
61,2025-01-02,St. Thomas (MN),120,North Dakota St.,-148,St. Thomas (MN),120
62,2025-01-02,South Dakota,140,Kansas City,-172,South Dakota,140
63,2025-01-02,Little Rock,-102,UT Martin,-120,Little Rock,-102
64,2025-01-02,Eastern Ky.,-176,Central Ark.,142,Eastern Ky.,-176
65,2025-01-02,Lindenwood,136,Eastern Ill.,-168,Eastern Ill.,-168
66,2025-01-02,Rutgers,168,Indiana,-205,Indiana,-205
67,2025-01-02,Southeastern Mo. St.,136,Tennessee St.,-168,Southeastern Mo. St.,136
68,2025-01-02,Southern Ind.,136,Tennessee Tech,-168,Southern Ind.,136
69,2025-01-02,Denver,920,South Dakota St.,-1800,Denver,920
70,2025-01-02,Montana,-110,Eastern Wash.,-110,Montana,-110
71,2025-01-02,Montana St.,-110,Idaho,-110,Montana St.,-110
72,2025-01-02,Louisiana Tech,105,UTEP,-126,UTEP,-126
73,2025-01-02,Sam Houston,105,New Mexico St.,-126,Sam Houston,105
74,2025-01-02,Western Ill.,310,SIUE,-420,SIUE,-420
75,2025-01-02,UC Davis,104,CSU Bakersfield,-128,UC Davis,104
76,2025-01-02,Maryland,-280,Washington,225,Washington,225
77,2025-01-02,CSUN,-220,Cal St. Fullerton,176,CSUN,-220
78,2025-01-02,Illinois,158,Oregon,-192,Illinois,158
79,2025-01-02,UC Riverside,-205,Long Beach St.,164,Long Beach St.,164
80,2025-01-02,Oregon St.,-196,LMU (CA),162,Oregon St.,-196
81,2025-01-02,San Francisco,-1400,Pacific,800,San Francisco,-1400
82,2025-01-02,Pepperdine,1160,Saint Mary's (CA),-2800,Saint Mary's (CA),-2800
83,2025-01-02,Santa Clara,-1200,San Diego,720,Santa Clara,-1200
84,2025-01-02,UC Santa Barbara,112,Hawaii,-134,UC Santa Barbara,112
85,2025-01-03,Fairfield,280,Merrimack,-350,Merrimack,-350
86,2025-01-03,Akron,-230,Bowling Green,188,Bowling Green,188
87,2025-01-03,Central Conn. St.,-240,Saint Francis,195,Central Conn. St.,-240
88,2025-01-03,Chicago St.,400,Wagner,-550,Wagner,-550
89,2025-01-03,Marist,105,Iona,-126,Marist,105
90,2025-01-03,Iowa,184,Wisconsin,-225,Iowa,184
91,2025-01-03,Le Moyne,130,LIU,-156,Le Moyne,130
92,2025-01-03,Manhattan,136,Siena,-164,Manhattan,136
93,2025-01-03,Quinnipiac,130,Saint Peter's,-156,Saint Peter's,-156
94,2025-01-03,Wichita St.,-106,Temple,-113,Temple,-113
95,2025-01-03,Stonehill,-142,Mercyhurst,118,Mercyhurst,118
96,2025-01-03,Xavier,-110,Georgetown,-110,Georgetown,-110
97,2025-01-03,Michigan St.,-105,Ohio St.,-114,Ohio St.,-114
98,2025-01-03,Creighton,330,Marquette,-430,Creighton,330
99,2025-01-03,Saint Joseph's,108,Saint Louis,-130,Saint Louis,-130
100,2025-01-03,Nevada,205,New Mexico,-255,New Mexico,-255
101,2025-01-03,Florida,-104,Kentucky,-115,Florida,-104
102,2025-01-04,Florida,136,Kentucky,-164,Florida,136
103,2025-01-04,Boston College,245,Georgia Tech,-310,Georgia Tech,-310
104,2025-01-04,Dayton,-400,George Washington,310,Dayton,-400
105,2025-01-04,DePaul,340,Villanova,-450,Villanova,-450
106,2025-01-04,Georgia,160,Ole Miss,-194,Georgia,160
107,2025-01-04,Hofstra,122,Northeastern,-150,Hofstra,122
108,2025-01-04,Richmond,198,Massachusetts,-250,Richmond,198
109,2025-01-04,NC State,190,Wake Forest,-235,Wake Forest,-235
110,2025-01-04,North Carolina,-194,Notre Dame,160,Notre Dame,160
111,2025-01-04,Oklahoma St.,340,West Virginia,-450,Oklahoma St.,340
112,2025-01-04,William & Mary,-230,Stony Brook,184,William & Mary,-230
113,2025-01-04,Toledo,-148,Western Mich.,120,Toledo,-148
114,2025-01-04,Texas St.,-104,App State,-118,App State,-118
115,2025-01-04,Arkansas,520,Tennessee,-750,Tennessee,-750
116,2025-01-04,Buffalo,570,Miami (OH),-900,Buffalo,570
117,2025-01-04,Chattanooga,-900,The Citadel,570,The Citadel,570
118,2025-01-04,Milwaukee,-430,Detroit Mercy,320,Detroit Mercy,320
119,2025-01-04,FGCU,-164,Queens (NC),134,Queens (NC),134
120,2025-01-04,Green Bay,650,Northern Ky.,-1200,Green Bay,650
121,2025-01-04,Vermont,-500,New Hampshire,360,Vermont,-500
122,2025-01-04,BYU,420,Houston,-580,Houston,-580
123,2025-01-04,Ball St.,490,Kent St.,-710,Ball St.,490
124,2025-01-04,Baylor,330,Iowa St.,-430,Baylor,330
125,2025-01-04,Bellarmine,146,Central Ark.,-180,Bellarmine,146
126,2025-01-04,UMBC,-130,Binghamton,106,UMBC,-130
127,2025-01-04,Maine,136,Bryant,-168,Bryant,-168
128,2025-01-04,Butler,520,St. John's (NY),-750,Butler,520
129,2025-01-04,Towson,245,Col. of Charleston,-320,Towson,245
130,2025-01-04,Charlotte,146,Rice,-178,Rice,-178
131,2025-01-04,ULM,235,Coastal Carolina,-300,ULM,235
132,2025-01-04,Duquesne,190,Davidson,-240,Davidson,-240
133,2025-01-04,Drexel,-188,N.C. A&T,152,N.C. A&T,152
134,2025-01-04,NIU,245,Eastern Mich.,-320,Eastern Mich.,-320
135,2025-01-04,Indiana St.,-150,Evansville,122,Evansville,122
136,2025-01-04,Western Ky.,-265,,210,Western Ky.,-265
137,2025-01-04,St. Bonaventure,-300,Fordham,235,St. Bonaventure,-300
138,2025-01-04,Presbyterian,138,Gardner-Webb,-170,Gardner-Webb,-170
139,2025-01-04,George Mason,-110,Rhode Island,-110,Rhode Island,-110
140,2025-01-04,High Point,-148,UNC Asheville,120,UNC Asheville,120
141,2025-01-04,Lipscomb,-260,North Florida,205,Lipscomb,-260
142,2025-01-04,VCU,-230,Loyola Chicago,188,VCU,-230
143,2025-01-04,Miami (FL),-114,Virginia Tech,-105,Miami (FL),-114
144,2025-01-04,South Carolina,430,Mississippi St.,-600,South Carolina,430
145,2025-01-04,UCLA,100,Nebraska,-120,UCLA,100
146,2025-01-04,St. Thomas (MN),-260,North Dakota,205,St. Thomas (MN),-260
147,2025-01-04,Omaha,490,North Dakota St.,-750,North Dakota St.,-750
148,2025-01-04,Stetson,148,West Ga.,-184,West Ga.,-184
149,2025-01-04,Tulsa,610,UAB,-950,Tulsa,610
150,2025-01-04,Duke,-365,SMU,285,SMU,285
151,2025-01-04,Arizona,130,Cincinnati,-156,Cincinnati,-156
152,2025-01-04,Jackson St.,-105,Alcorn,-115,Alcorn,-115
153,2025-01-04,IU Indy,470,Cleveland St.,-700,IU Indy,470
154,2025-01-04,South Alabama,-250,Ga. Southern,198,Ga. Southern,198
155,2025-01-04,Robert Morris,172,Oakland,-215,Oakland,-215
156,2025-01-04,Samford,-900,Western Caro.,570,Samford,-900
157,2025-01-04,Austin Peay,180,Jacksonville,-220,Austin Peay,180
158,2025-01-04,McNeese,-2200,East Texas A&M,980,McNeese,-2200
159,2025-01-04,Abilene Christian,310,Utah Valley,-420,Abilene Christian,310
160,2025-01-04,,2200,Alabama St.,-10000,Alabama St.,-10000
161,2025-01-04,UMass Lowell,-172,UAlbany,140,UMass Lowell,-172
162,2025-01-04,Arkansas St.,-128,James Madison,104,James Madison,104
163,2025-01-04,Missouri,1200,Auburn,-3500,Missouri,1200
164,2025-01-04,San Diego St.,146,Boise St.,-176,Boise St.,-176
165,2025-01-04,Monmouth,210,Delaware,-265,Delaware,-265
166,2025-01-04,Wofford,158,,-196,,-196
167,2025-01-04,Furman,-104,UNC Greensboro,-118,Furman,-104
168,2025-01-04,Idaho St.,245,Northern Colo.,-320,Idaho St.,245
169,2025-01-04,Kansas St.,146,TCU,-176,TCU,-176
170,2025-01-04,Louisiana Tech,-128,New Mexico St.,104,Louisiana Tech,-128
171,2025-01-04,Louisville,-182,Virginia,150,Louisville,-182
172,2025-01-04,Troy,-134,Marshall,110,Troy,-134
173,2025-01-04,UMES,1120,Norfolk St.,-3000,Norfolk St.,-3000
174,2025-01-04,Morehead St.,114,Tennessee Tech,-140,Tennessee Tech,-140
175,2025-01-04,South Carolina St.,-215,Morgan St.,172,South Carolina St.,-215
176,2025-01-04,Weber St.,124,Northern Ariz.,-152,Northern Ariz.,-152
177,2025-01-04,UNI,-196,Valparaiso,162,Valparaiso,162
178,2025-01-04,Southern Miss.,116,Old Dominion,-142,Old Dominion,-142
179,2025-01-04,Portland St.,-290,Sacramento St.,225,Portland St.,-290
180,2025-01-04,Little Rock,102,Tennessee St.,-124,Little Rock,102
181,2025-01-04,N.C. Central,-300,Coppin St.,235,Coppin St.,235
182,2025-01-04,Western Ill.,142,Eastern Ill.,-176,Western Ill.,142
183,2025-01-04,Vanderbilt,-134,LSU,112,LSU,112
184,2025-01-04,Lindenwood,245,SIUE,-320,Lindenwood,245
185,2025-01-04,Mercer,-290,VMI,225,VMI,225
186,2025-01-04,Nicholls,-124,Northwestern St.,102,Nicholls,-124
187,2025-01-04,Winthrop,-128,Radford,104,Radford,104
188,2025-01-04,A&M-Corpus Christi,-128,Southeastern La.,104,Southeastern La.,104
189,2025-01-04,Southeastern Mo. St.,118,UT Martin,-144,Southeastern Mo. St.,118
190,2025-01-04,Wyoming,-150,Air Force,122,Air Force,122
191,2025-01-04,Ark.-Pine Bluff,240,Alabama A&M,-310,Alabama A&M,-310
192,2025-01-04,UIC,184,Belmont,-225,Belmont,-225
193,2025-01-04,Montana St.,-128,Eastern Wash.,104,Eastern Wash.,104
194,2025-01-04,Montana,-140,Idaho,114,Montana,-140
195,2025-01-04,Jacksonville St.,-108,Kennesaw St.,-112,Jacksonville St.,-108
196,2025-01-04,Eastern Ky.,180,North Ala.,-225,Eastern Ky.,180
197,2025-01-04,Grambling,-142,Prairie View,116,Grambling,-142
198,2025-01-04,Oklahoma,540,Alabama,-800,Alabama,-800
199,2025-01-04,Colorado,215,Arizona St.,-265,Arizona St.,-265
200,2025-01-04,Bethune-Cookman,-230,Florida A&M,184,Florida A&M,184
201,2025-01-04,UC Davis,360,CSUN,-500,CSUN,-500
202,2025-01-04,Syracuse,300,Florida St.,-400,Florida St.,-400
203,2025-01-04,,210,SFA,-265,SFA,-265
204,2025-01-04,Middle Tenn.,260,Liberty,-330,Middle Tenn.,260
205,2025-01-04,UTRGV,-355,New Orleans,270,New Orleans,270
206,2025-01-04,San Diego,790,Oregon St.,-1500,Oregon St.,-1500
207,2025-01-04,San Jose St.,430,UNLV,-600,UNLV,-600
208,2025-01-04,Southern U.,-110,Texas Southern,-110,Texas Southern,-110
209,2025-01-04,UTSA,184,Tulane,-225,UTSA,184
210,2025-01-04,Stanford,365,Pittsburgh,-490,Stanford,365
211,2025-01-04,Campbell,470,UNCW,-700,UNCW,-700
212,2025-01-04,Ohio,-192,Central Mich.,158,Central Mich.,158
213,2025-01-04,Charleston So.,310,Longwood,-420,Charleston So.,310
214,2025-01-04,Hampton,290,Elon,-385,Elon,-385
215,2025-01-04,Youngstown St.,186,Purdue Fort Wayne,-235,Youngstown St.,186
216,2025-01-04,Louisiana,-104,Georgia St.,-118,Louisiana,-104
217,2025-01-04,Houston Christian,440,Lamar University,-650,Lamar University,-650
218,2025-01-04,Pepperdine,-124,Pacific,102,Pepperdine,-124
219,2025-01-04,San Francisco,118,Washington St.,-142,Washington St.,-142
220,2025-01-04,Texas Tech,-142,Utah,118,Utah,118
221,2025-01-04,Missouri St.,540,Bradley,-800,Bradley,-800
222,2025-01-04,Seattle U,156,California Baptist,-194,California Baptist,-194
223,2025-01-04,Delaware St.,198,Howard,-250,Delaware St.,198
224,2025-01-04,Denver,350,South Dakota,-480,Denver,350
225,2025-01-04,Southern Utah,1260,Grand Canyon,-4000,Southern Utah,1260
226,2025-01-04,Michigan,-205,Southern California,168,Michigan,-205
227,2025-01-04,Oral Roberts,320,Kansas City,-430,Oral Roberts,320
228,2025-01-04,UT Arlington,-230,Tarleton St.,184,UT Arlington,-230
229,2025-01-04,Texas,188,Texas A&M,-230,Texas A&M,-230
230,2025-01-04,California,810,Clemson,-1450,Clemson,-1450
231,2025-01-04,UC San Diego,-950,Cal St. Fullerton,590,Cal St. Fullerton,590
232,2025-01-04,Fresno St.,2000,Utah St.,-7000,Utah St.,-7000
233,2025-01-04,Gonzaga,-1800,LMU (CA),980,LMU (CA),980
234,2025-01-04,Sam Houston,188,UTEP,-225,UTEP,-225
235,2025-01-04,Long Beach St.,172,CSU Bakersfield,-215,Long Beach St.,172
236,2025-01-04,Saint Mary's (CA),-3500,Portland,1280,Saint Mary's (CA),-3500
237,2025-01-04,UC Riverside,430,UC Irvine,-600,UC Irvine,-600
238,2025-01-04,Cal Poly,235,Hawaii,-295,Cal Poly,235
239,2025-01-05,Indiana,210,Penn St.,-260,Penn St.,-260
240,2025-01-05,Army West Point,158,Boston U.,-196,Army West Point,158
241,2025-01-05,Central Conn. St.,-450,Mercyhurst,330,Mercyhurst,330
242,2025-01-05,Fla. Atlantic,-138,East Carolina,115,Fla. Atlantic,-138
243,2025-01-05,FDU,120,Wagner,-148,Wagner,-148
244,2025-01-05,Lehigh,-120,Loyola Maryland,-102,Loyola Maryland,-102
245,2025-01-05,Holy Cross,194,American,-245,American,-245
246,2025-01-05,Colgate,-105,Bucknell,-114,Bucknell,-114
247,2025-01-05,Canisius,340,Sacred Heart,-470,Canisius,340
248,2025-01-05,Chicago St.,225,LIU,-290,Chicago St.,225
249,2025-01-05,Iona,110,Siena,-132,Siena,-132
250,2025-01-05,Lafayette,114,Navy,-140,Lafayette,114
251,2025-01-05,Manhattan,106,Rider,-128,Rider,-128
252,2025-01-05,Quinnipiac,112,Marist,-134,Quinnipiac,112
253,2025-01-05,Niagara,186,Mount St. Mary's,-235,Mount St. Mary's,-235
254,2025-01-05,Northwestern,260,Purdue,-330,Northwestern,260
255,2025-01-05,Providence,860,UConn,-1600,Providence,860
256,2025-01-05,Stonehill,-110,Saint Francis,-110,Saint Francis,-110
257,2025-01-05,Murray St.,365,Drake,-490,Drake,-490
258,2025-01-05,Illinois,-430,Washington,330,Washington,330
259,2025-01-05,Southern Ill.,220,Illinois St.,-275,Illinois St.,-275
260,2025-01-05,Kansas,-230,UCF,188,Kansas,-230
261,2025-01-05,Maryland,146,Oregon,-178,Maryland,146
262,2025-01-05,North Texas,375,Memphis,-500,North Texas,375
263,2025-01-06,Ark.-Pine Bluff,1100,Alabama St.,-2500,Alabama St.,-2500
264,2025-01-06,Wisconsin,-122,Rutgers,102,Wisconsin,-122
265,2025-01-06,UTRGV,-128,Southeastern La.,106,Southeastern La.,106
266,2025-01-06,South Fla.,310,Wichita St.,-400,South Fla.,310
267,2025-01-06,Norfolk St.,-300,Delaware St.,235,Delaware St.,235
268,2025-01-06,Houston Christian,390,SFA,-550,Houston Christian,390
269,2025-01-06,McNeese,-550,Northwestern St.,400,Northwestern St.,400
270,2025-01-06,N.C. Central,-162,Morgan St.,134,N.C. Central,-162
271,2025-01-06,A&M-Corpus Christi,-450,New Orleans,340,New Orleans,340
272,2025-01-06,Nicholls,-220,East Texas A&M,180,Nicholls,-220
273,2025-01-06,,1120,Alabama A&M,-3000,,1120
274,2025-01-06,South Carolina St.,-600,Coppin St.,420,Coppin St.,420
275,2025-01-06,Grambling,134,Texas Southern,-162,Grambling,134
276,2025-01-06,,146,Lamar University,-178,,146
277,2025-01-06,Southern U.,-188,Prairie View,148,Prairie View,148
278,2025-01-06,TCU,1600,Houston,-4500,TCU,1600
279,2025-01-06,Ohio St.,-210,Minnesota,172,Ohio St.,-210
280,2025-01-07,N.C. Central,-164,Morgan St.,136,Morgan St.,136
281,2025-01-07,St. John's (NY),-134,Xavier,112,St. John's (NY),-134
282,2025-01-07,Central Mich.,300,Akron,-400,Akron,-400
283,2025-01-07,Arizona,-152,West Virginia,126,West Virginia,126
284,2025-01-07,Miami (OH),-115,Ball St.,-105,Miami (OH),-115
285,2025-01-07,Bowling Green,152,Western Mich.,-188,Western Mich.,-188
286,2025-01-07,Ohio,-450,Buffalo,330,Buffalo,330
287,2025-01-07,Clemson,138,Louisville,-166,Louisville,-166
288,2025-01-07,Pittsburgh,860,Duke,-1600,Pittsburgh,860
289,2025-01-07,Eastern Mich.,390,Toledo,-550,Toledo,-550
290,2025-01-07,Tennessee,110,Florida,-132,Florida,-132
291,2025-01-07,Kentucky,-142,Georgia,118,Kentucky,-142
292,2025-01-07,Georgia Tech,100,Syracuse,-120,Georgia Tech,100
293,2025-01-07,Kent St.,-900,NIU,540,Kent St.,-900
294,2025-01-07,Tulane,300,UAB,-400,Tulane,300
295,2025-01-07,Cincinnati,180,Baylor,-220,Baylor,-220
296,2025-01-07,Georgetown,610,Marquette,-950,Georgetown,610
297,2025-01-07,Nebraska,146,Iowa,-176,Nebraska,146
298,2025-01-07,Utah,1400,Iowa St.,-4000,Utah,1400
299,2025-01-07,Kansas St.,112,Oklahoma St.,-134,Oklahoma St.,-134
300,2025-01-07,UIC,124,Missouri St.,-152,Missouri St.,-152
301,2025-01-07,Tulsa,198,UTSA,-250,UTSA,-250
302,2025-01-07,SIUE,-162,Eastern Ill.,132,SIUE,-162
303,2025-01-07,Auburn,-670,Texas,470,Auburn,-670
304,2025-01-07,Texas Tech,125,BYU,-150,BYU,-150
305,2025-01-07,Fresno St.,920,Colorado St.,-2000,Fresno St.,920
306,2025-01-07,LSU,220,Missouri,-275,Missouri,-275
307,2025-01-07,Mississippi St.,-120,Vanderbilt,100,Mississippi St.,-120
308,2025-01-07,SMU,198,North Carolina,-245,SMU,198
309,2025-01-07,Michigan,140,UCLA,-170,UCLA,-170
310,2025-01-07,New Mexico,-310,Wyoming,245,Wyoming,245
311,2025-01-07,Utah St.,-670,San Jose St.,470,San Jose St.,470
312,2025-01-07,UNLV,275,Boise St.,-350,UNLV,275
313,2025-01-07,LMU (CA),890,Saint Mary's (CA),-1700,LMU (CA),890
314,2025-01-08,Loyola Maryland,122,Army West Point,-146,Army West Point,-146
315,2025-01-08,Navy,100,Holy Cross,-120,Navy,100
316,2025-01-08,Coastal Carolina,300,App State,-400,App State,-400
317,2025-01-08,DePaul,118,Seton Hall,-142,DePaul,118
318,2025-01-08,Loyola Chicago,-148,La Salle,120,La Salle,120
319,2025-01-08,Northern Ky.,118,Youngstown St.,-144,Northern Ky.,118
320,2025-01-08,UConn,-115,Villanova,-104,Villanova,-104
321,2025-01-08,Alabama,-465,South Carolina,350,Alabama,-465
322,2025-01-08,American,-102,Boston U.,-120,American,-102
323,2025-01-08,Ole Miss,134,Arkansas,-162,Ole Miss,134
324,2025-01-08,Drake,130,Bradley,-156,Drake,130
325,2025-01-08,Lafayette,186,Bucknell,-235,Lafayette,186
326,2025-01-08,High Point,-385,Charleston So.,290,Charleston So.,290
327,2025-01-08,Fla. Atlantic,-260,Charlotte,205,Charlotte,205
328,2025-01-08,Cleveland St.,118,Robert Morris,-144,Robert Morris,-144
329,2025-01-08,Lehigh,172,Colgate,-215,Lehigh,172
330,2025-01-08,Colorado,188,UCF,-225,Colorado,188
331,2025-01-08,Dayton,-520,Massachusetts,370,Massachusetts,370
332,2025-01-08,Saint Joseph's,-168,Duquesne,136,Duquesne,136
333,2025-01-08,Temple,138,East Carolina,-170,Temple,138
334,2025-01-08,,-158,Mercer,128,,-158
335,2025-01-08,Florida St.,-102,Miami (FL),-118,Florida St.,-102
336,2025-01-08,Fordham,1200,VCU,-4000,Fordham,1200
337,2025-01-08,Milwaukee,132,Purdue Fort Wayne,-162,Purdue Fort Wayne,-162
338,2025-01-08,Furman,-1000,The Citadel,610,The Citadel,610
339,2025-01-08,George Washington,210,Rhode Island,-265,George Washington,210
340,2025-01-08,Winthrop,-140,Gardner-Webb,112,Gardner-Webb,112
341,2025-01-08,Richmond,490,George Mason,-750,George Mason,-750
342,2025-01-08,Southern California,240,Indiana,-300,Indiana,-300
343,2025-01-08,UNC Asheville,152,Longwood,-188,Longwood,-188
344,2025-01-08,Murray St.,194,UNI,-245,UNI,-245
345,2025-01-08,Notre Dame,114,NC State,-137,NC State,-137
346,2025-01-08,Presbyterian,-245,USC Upstate,194,USC Upstate,194
347,2025-01-08,Western Caro.,820,Wofford,-1600,Western Caro.,820
348,2025-01-08,Southern Ill.,420,Belmont,-600,Belmont,-600
349,2025-01-08,Illinois St.,-235,Evansville,186,Evansville,186
350,2025-01-08,Indiana St.,100,Valparaiso,-122,Indiana St.,100
351,2025-01-08,St. Bonaventure,142,Saint Louis,-176,St. Bonaventure,142
352,2025-01-08,Butler,126,Providence,-152,Butler,126
353,2025-01-08,Ga. Southern,138,Georgia St.,-170,Ga. Southern,138
354,2025-01-08,Arizona St.,800,Kansas,-1400,Kansas,-1400
355,2025-01-08,Penn St.,390,Illinois,-530,Penn St.,390
356,2025-01-08,Rice,520,North Texas,-750,Rice,520
357,2025-01-08,Texas A&M,104,Oklahoma,-125,Oklahoma,-125
358,2025-01-08,Kansas City,-130,Omaha,106,Kansas City,-130
359,2025-01-08,South Dakota St.,144,St. Thomas (MN),-178,St. Thomas (MN),-178
360,2025-01-08,Virginia Tech,310,Stanford,-400,Stanford,-400
361,2025-01-08,Air Force,2000,San Diego St.,-7000,Air Force,2000
362,2025-01-08,Virginia,152,California,-184,Virginia,152
363,2025-01-09,Morehead St.,220,Little Rock,-280,Morehead St.,220
