,odds_date,odds_away_team,odds_away_team_odds,odds_home_team,odds_home_team_odds,odds_bet_team,odds_bet_odds
1090,2025-01-23,Long Beach St.,730,CSUN,-1300,Long Beach St.,730
1091,2025-01-23,Idaho St.,-245,Sacramento St.,194,Idaho St.,-245
1092,2025-01-23,LMU (CA),-300,Pacific,240,Pacific,240
1093,2025-01-23,San Diego,112,Portland,-138,San Diego,112
1094,2025-01-23,Weber St.,184,Portland St.,-225,Weber St.,184
1095,2025-01-23,UC Irvine,-310,UC Riverside,245,UC Riverside,245
1096,2025-01-23,UC Santa Barbara,490,UC San Diego,-710,UC Santa Barbara,490
1097,2025-01-23,Utah Valley,112,California Baptist,-134,Utah Valley,112
1098,2025-01-23,Washington St.,152,Santa Clara,-184,Washington St.,152
1099,2025-01-24,Toledo,-140,Bowling Green,116,Toledo,-140
1100,2025-01-24,Central Conn. St.,-260,Le Moyne,210,Le Moyne,210
1101,2025-01-24,Chicago St.,420,Stonehill,-580,Stonehill,-580
1102,2025-01-24,Kent St.,-110,Ohio,-110,Ohio,-110
1103,2025-01-24,LIU,-113,Saint Francis,-106,LIU,-113
1104,2025-01-24,Villanova,365,Marquette,-490,Villanova,365
1105,2025-01-24,Wagner,-108,Mercyhurst,-111,Mercyhurst,-111
1106,2025-01-24,Milwaukee,-146,Northern Ky.,122,Northern Ky.,122
1107,2025-01-24,Saint Joseph's,198,Dayton,-245,Dayton,-245
1108,2025-01-24,Michigan,150,Purdue,-182,Michigan,150
1109,2025-01-24,Penn St.,118,Iowa,-142,Iowa,-142
1110,2025-01-24,St. Bonaventure,530,VCU,-780,VCU,-780
1111,2025-01-24,UCLA,-225,Washington,184,Washington,184
1112,2025-01-25,Campbell,198,Hofstra,-245,Campbell,198
1113,2025-01-25,SMU,-140,NC State,116,SMU,-140
1114,2025-01-25,N.C. A&T,-105,Stony Brook,-114,N.C. A&T,-105
1115,2025-01-25,Georgetown,112,Providence,-134,Providence,-134
1116,2025-01-25,Howard,400,Norfolk St.,-550,Howard,400
1117,2025-01-25,Pittsburgh,-315,Syracuse,250,Pittsburgh,-315
1118,2025-01-25,Pittsburgh,-315,Syracuse,250,Syracuse,250
1119,2025-01-25,Bucknell,-105,Boston U.,-114,Bucknell,-105
1120,2025-01-25,Marist,-420,Canisius,310,Canisius,310
1121,2025-01-25,Detroit Mercy,720,Wright St.,-1200,Detroit Mercy,720
1122,2025-01-25,South Fla.,184,East Carolina,-225,East Carolina,-225
1123,2025-01-25,UNI,-170,Indiana St.,140,Indiana St.,140
1124,2025-01-25,Siena,152,Iona,-184,Iona,-184
1125,2025-01-25,Jacksonville,-105,Queens (NC),-115,Jacksonville,-105
1126,2025-01-25,Mississippi St.,-285,South Carolina,230,South Carolina,230
1127,2025-01-25,Western Caro.,104,The Citadel,-128,Western Caro.,104
1128,2025-01-25,UMBC,198,Vermont,-245,Vermont,-245
1129,2025-01-25,UNC Greensboro,-370,VMI,280,UNC Greensboro,-370
1130,2025-01-25,Seton Hall,980,Creighton,-2000,Seton Hall,980
1131,2025-01-25,Michigan St.,-245,Rutgers,198,Rutgers,198
1132,2025-01-25,Miami (OH),240,Akron,-300,Akron,-300
1133,2025-01-25,Iowa St.,-520,Arizona St.,385,Arizona St.,385
1134,2025-01-25,Binghamton,730,Bryant,-1300,Bryant,-1300
1135,2025-01-25,Illinois St.,330,Bradley,-430,Bradley,-430
1136,2025-01-25,Dartmouth,180,Brown,-225,Dartmouth,180
1137,2025-01-25,Buffalo,198,Eastern Mich.,-250,Buffalo,198
1138,2025-01-25,Lipscomb,-800,Central Ark.,490,Lipscomb,-800
1139,2025-01-25,Columbia,-215,Penn,172,Columbia,-215
1140,2025-01-25,Cornell,162,Princeton,-196,Cornell,162
1141,2025-01-25,Delaware,205,Drexel,-260,Drexel,-260
1142,2025-01-25,Purdue Fort Wayne,-430,IU Indy,320,Purdue Fort Wayne,-430
1143,2025-01-25,Saint Louis,-114,George Washington,-105,George Washington,-105
1144,2025-01-25,Harvard,740,Yale,-1250,Harvard,740
1145,2025-01-25,Winthrop,360,High Point,-480,High Point,-480
1146,2025-01-25,Holy Cross,102,Loyola Maryland,-124,Loyola Maryland,-124
1147,2025-01-25,Rhode Island,-115,La Salle,-104,La Salle,-104
1148,2025-01-25,Monmouth,290,William & Mary,-385,Monmouth,290
1149,2025-01-25,New Hampshire,880,UMass Lowell,-1800,UMass Lowell,-1800
1150,2025-01-25,Sacred Heart,106,Niagara,-130,Niagara,-130
1151,2025-01-25,North Florida,-350,West Ga.,265,West Ga.,265
1152,2025-01-25,Oakland,100,Robert Morris,-122,Robert Morris,-122
1153,2025-01-25,Rider,410,Quinnipiac,-590,Quinnipiac,-590
1154,2025-01-25,Boston College,1400,North Carolina,-4000,North Carolina,-4000
1155,2025-01-25,Kentucky,-140,Vanderbilt,116,Kentucky,-140
1156,2025-01-25,Tulane,-104,Rice,-115,Rice,-115
1157,2025-01-25,Texas A&M,-106,Texas,-113,Texas A&M,-106
1158,2025-01-25,App State,-800,ULM,520,App State,-800
1159,2025-01-25,Colorado,920,Arizona,-1800,Arizona,-1800
1160,2025-01-25,Texas St.,250,Arkansas St.,-340,Texas St.,250
1161,2025-01-25,Stetson,-105,Bellarmine,-115,Bellarmine,-115
1162,2025-01-25,Green Bay,820,Cleveland St.,-1600,Green Bay,820
1163,2025-01-25,Marshall,-152,Ga. Southern,126,Ga. Southern,126
1164,2025-01-25,Northern Ariz.,100,Idaho,-122,Idaho,-122
1165,2025-01-25,USC Upstate,470,Longwood,-700,Longwood,-700
1166,2025-01-25,New Mexico,-152,UNLV,126,New Mexico,-152
1167,2025-01-25,Southern Ill.,235,UIC,-295,UIC,-295
1168,2025-01-25,UNC Asheville,-170,Charleston So.,138,Charleston So.,138
1169,2025-01-25,Georgia,420,Florida,-580,Georgia,420
1170,2025-01-25,Western Ky.,125,Sam Houston,-150,Western Ky.,125
1171,2025-01-25,UT Arlington,100,Abilene Christian,-120,Abilene Christian,-120
1172,2025-01-25,Utah St.,-1600,Air Force,860,Utah St.,-1600
1173,2025-01-25,Prairie View,240,Alabama St.,-310,Alabama St.,-310
1174,2025-01-25,NJIT,470,UAlbany,-700,UAlbany,-700
1175,2025-01-25,Florida A&M,186,Alcorn,-235,Florida A&M,186
1176,2025-01-25,Colgate,-138,American,112,American,112
1177,2025-01-25,Belmont,142,Murray St.,-172,Murray St.,-172
1178,2025-01-25,Bethune-Cookman,100,Jackson St.,-122,Bethune-Cookman,100
1179,2025-01-25,DePaul,188,Butler,-230,DePaul,188
1180,2025-01-25,Chattanooga,172,,-210,,-210
1181,2025-01-25,Coppin St.,270,Morgan St.,-355,Coppin St.,270
1182,2025-01-25,Delaware St.,-225,UMES,184,UMES,184
1183,2025-01-25,Drake,-410,Missouri St.,315,Missouri St.,315
1184,2025-01-25,FGCU,-128,Eastern Ky.,104,FGCU,-128
1185,2025-01-25,Evansville,240,Valparaiso,-300,Evansville,240
1186,2025-01-25,James Madison,-420,Georgia St.,310,Georgia St.,310
1187,2025-01-25,Manhattan,118,Mount St. Mary's,-144,Manhattan,118
1188,2025-01-25,Oregon,-176,Minnesota,146,Minnesota,146
1189,2025-01-25,South Carolina St.,100,N.C. Central,-122,N.C. Central,-122
1190,2025-01-25,Weber St.,-180,Sacramento St.,146,Sacramento St.,146
1191,2025-01-25,TCU,152,UCF,-184,TCU,152
1192,2025-01-25,Temple,-137,UTSA,114,Temple,-137
1193,2025-01-25,Little Rock,-134,Lindenwood,110,Lindenwood,110
1194,2025-01-25,Ball St.,-300,NIU,235,NIU,235
1195,2025-01-25,Baylor,-134,Utah,112,Baylor,-134
1196,2025-01-25,Duke,-720,Wake Forest,500,Wake Forest,500
1197,2025-01-25,Southern Ind.,-112,Eastern Ill.,-108,Eastern Ill.,-108
1198,2025-01-25,Furman,-144,Mercer,118,Furman,-144
1199,2025-01-25,,168,Southeastern La.,-210,Southeastern La.,-210
1200,2025-01-25,Morehead St.,130,SIUE,-162,SIUE,-162
1201,2025-01-25,Nicholls,184,A&M-Corpus Christi,-230,A&M-Corpus Christi,-230
1202,2025-01-25,Radford,-152,Presbyterian,124,Presbyterian,124
1203,2025-01-25,Southeastern Mo. St.,-168,Western Ill.,136,Western Ill.,136
1204,2025-01-25,Tennessee Tech,186,UT Martin,-235,Tennessee Tech,186
1205,2025-01-25,Texas Southern,-250,Alabama A&M,198,Texas Southern,-250
1206,2025-01-25,Long Beach St.,260,Cal Poly,-340,Long Beach St.,260
1207,2025-01-25,Clemson,-420,Virginia Tech,320,Virginia Tech,320
1208,2025-01-25,Northern Colo.,-260,Eastern Wash.,205,Eastern Wash.,205
1209,2025-01-25,Idaho St.,110,Portland St.,-134,Portland St.,-134
1210,2025-01-25,McNeese,-500,UTRGV,360,UTRGV,360
1211,2025-01-25,Davidson,-178,Richmond,146,Richmond,146
1212,2025-01-25,Liberty,-420,,310,,310
1213,2025-01-25,Houston Christian,-162,New Orleans,132,Houston Christian,-162
1214,2025-01-25,West Virginia,-102,Kansas St.,-118,Kansas St.,-118
1215,2025-01-25,Ole Miss,126,Missouri,-152,Missouri,-152
1216,2025-01-25,Northwestern St.,152,SFA,-188,Northwestern St.,152
1217,2025-01-25,Santa Clara,126,Oregon St.,-152,Santa Clara,126
1218,2025-01-25,Wofford,240,Samford,-310,Wofford,240
1219,2025-01-25,South Alabama,136,Troy,-168,Troy,-168
1220,2025-01-25,South Dakota,550,South Dakota St.,-820,South Dakota St.,-820
1221,2025-01-25,Southern U.,-1050,Ark.-Pine Bluff,630,Southern U.,-1050
1222,2025-01-25,Houston,-122,Kansas,102,Kansas,102
1223,2025-01-25,Middle Tenn.,140,Louisiana Tech,-170,Louisiana Tech,-170
1224,2025-01-25,Notre Dame,-128,Virginia,106,Notre Dame,-128
1225,2025-01-25,Austin Peay,630,North Ala.,-1050,Austin Peay,630
1226,2025-01-25,Western Mich.,194,Central Mich.,-245,Central Mich.,-245
1227,2025-01-25,Col. of Charleston,136,Elon,-164,Elon,-164
1228,2025-01-25,Coastal Carolina,160,Old Dominion,-200,Old Dominion,-200
1229,2025-01-25,Colorado St.,-750,Fresno St.,520,Colorado St.,-750
1230,2025-01-25,Merrimack,-188,Fairfield,152,Fairfield,152
1231,2025-01-25,Florida St.,164,Stanford,-200,Stanford,-200
1232,2025-01-25,Grambling,-4500,,1300,Grambling,-4500
1233,2025-01-25,Hampton,490,UNCW,-750,UNCW,-750
1234,2025-01-25,Lafayette,-124,Lehigh,102,Lehigh,102
1235,2025-01-25,East Texas A&M,365,Lamar University,-490,East Texas A&M,365
1236,2025-01-25,Wyoming,126,San Jose St.,-154,Wyoming,126
1237,2025-01-25,Gonzaga,-10000,Portland,2500,Gonzaga,-10000
1238,2025-01-25,Southern Miss.,-138,Louisiana,112,Southern Miss.,-138
1239,2025-01-25,Omaha,-172,Oral Roberts,140,Oral Roberts,140
1240,2025-01-25,Saint Mary's (CA),-245,Washington St.,198,Saint Mary's (CA),-245
1241,2025-01-25,St. Thomas (MN),-170,Kansas City,138,Kansas City,138
1242,2025-01-25,UConn,105,Xavier,-126,UConn,105
1243,2025-01-25,LSU,1200,Alabama,-3000,Alabama,-3000
1244,2025-01-25,Oklahoma,138,Arkansas,-166,Oklahoma,138
1245,2025-01-25,Tennessee,195,Auburn,-240,Auburn,-240
1246,2025-01-25,California Baptist,-188,Southern Utah,152,Southern Utah,152
1247,2025-01-25,Miami (FL),400,California,-550,Miami (FL),400
1248,2025-01-25,UC Santa Barbara,-350,Cal St. Fullerton,275,UC Santa Barbara,-350
1249,2025-01-25,Grand Canyon,-1250,Utah Tech,710,Grand Canyon,-1250
1250,2025-01-25,Jacksonville St.,138,New Mexico St.,-166,Jacksonville St.,138
1251,2025-01-25,Kennesaw St.,172,UTEP,-215,UTEP,-215
1252,2025-01-25,Montana St.,116,Montana,-138,Montana St.,116
1253,2025-01-25,UC Riverside,-110,CSU Bakersfield,-110,CSU Bakersfield,-110
1254,2025-01-25,CSUN,470,UC San Diego,-700,CSUN,470
1255,2025-01-25,Hawaii,480,UC Irvine,-690,Hawaii,480
1256,2025-01-25,San Diego St.,132,Nevada,-160,Nevada,-160
1257,2025-01-25,Pacific,255,Pepperdine,-320,Pacific,255
1258,2025-01-25,San Diego,920,San Francisco,-1800,San Diego,920
1259,2025-01-25,Utah Valley,142,Seattle U,-176,Utah Valley,142
1260,2025-01-25,Cincinnati,220,BYU,-275,Cincinnati,220
1261,2025-01-26,Duquesne,-140,Fordham,116,Duquesne,-140
1262,2025-01-26,Maryland,-154,Indiana,128,Maryland,-154
1263,2025-01-26,Chicago St.,1160,Central Conn. St.,-2800,Chicago St.,1160
1264,2025-01-26,LIU,-138,Mercyhurst,115,LIU,-138
1265,2025-01-26,UAB,290,Memphis,-375,Memphis,-375
1266,2025-01-26,Nebraska,270,Wisconsin,-345,Wisconsin,-345
1267,2025-01-26,FDU,138,Stonehill,-166,FDU,138
1268,2025-01-26,Fla. Atlantic,310,North Texas,-400,Fla. Atlantic,310
1269,2025-01-26,Wagner,116,Saint Francis,-140,Saint Francis,-140
1270,2025-01-26,Northwestern,290,Illinois,-375,Northwestern,290
1271,2025-01-26,Oklahoma St.,1280,Texas Tech,-3500,Texas Tech,-3500
1272,2025-01-26,Wichita St.,-220,Tulsa,180,Tulsa,180
1273,2025-01-26,Navy,116,Army West Point,-140,Navy,116
1274,2025-01-27,Eastern Ill.,550,Little Rock,-820,Little Rock,-820
1275,2025-01-27,Bethune-Cookman,-137,Alcorn,114,Alcorn,114
1276,2025-01-27,Southern Miss.,490,Troy,-710,Troy,-710
1277,2025-01-27,Penn St.,340,Michigan,-450,Michigan,-450
1278,2025-01-27,Grambling,-250,Ark.-Pine Bluff,202,Grambling,-250
1279,2025-01-27,Holy Cross,142,Boston U.,-172,Boston U.,-172
1280,2025-01-27,Houston Christian,230,Southeastern La.,-285,Southeastern La.,-285
1281,2025-01-27,Nicholls,104,UTRGV,-125,Nicholls,104
1282,2025-01-27,South Alabama,-1200,ULM,680,ULM,680
1283,2025-01-27,Florida A&M,365,Jackson St.,-490,Florida A&M,365
1284,2025-01-27,,-172,New Orleans,142,New Orleans,142
1285,2025-01-27,Iowa,280,Ohio St.,-360,Ohio St.,-360
1286,2025-01-27,Northwestern St.,140,Lamar University,-170,Northwestern St.,140
1287,2025-01-27,McNeese,-275,A&M-Corpus Christi,220,McNeese,-275
1288,2025-01-27,Prairie View,-110,Alabama A&M,-110,Prairie View,-110
1289,2025-01-27,Texas Southern,122,Alabama St.,-146,Alabama St.,-146
1290,2025-01-27,NC State,2000,Duke,-7000,Duke,-7000
1291,2025-01-27,Southern U.,-7000,,2000,,2000
1292,2025-01-27,East Texas A&M,340,SFA,-450,East Texas A&M,340
1293,2025-01-27,Towson,100,Northeastern,-120,Towson,100
1294,2025-01-27,UCLA,-115,Southern California,-105,Southern California,-105
1295,2025-01-27,Iowa St.,-106,Arizona,-113,Iowa St.,-106
1296,2025-01-28,St. John's (NY),-210,Georgetown,172,St. John's (NY),-210
1297,2025-01-28,Akron,-2000,NIU,980,Akron,-2000
1298,2025-01-28,Western Mich.,176,Ball St.,-215,Western Mich.,176
1299,2025-01-28,Bowling Green,610,Kent St.,-950,Bowling Green,610
1300,2025-01-28,Central Mich.,-330,Buffalo,260,Central Mich.,-330
1301,2025-01-28,Eastern Mich.,430,Miami (OH),-600,Miami (OH),-600
1302,2025-01-28,South Carolina,285,Georgia,-365,South Carolina,285
1303,2025-01-28,Kentucky,340,Tennessee,-450,Tennessee,-450
1304,2025-01-28,Wake Forest,280,Louisville,-360,Louisville,-360
1305,2025-01-28,Toledo,128,Ohio,-154,Toledo,128
1306,2025-01-28,Providence,-166,Seton Hall,138,Providence,-166
1307,2025-01-28,Rice,190,South Fla.,-235,South Fla.,-235
1308,2025-01-28,Southern Ind.,250,Morehead St.,-315,Morehead St.,-315
1309,2025-01-28,Dayton,-130,St. Bonaventure,108,St. Bonaventure,108
1310,2025-01-28,UCF,660,Kansas,-1050,UCF,660
1311,2025-01-28,Minnesota,720,Michigan St.,-1200,Michigan St.,-1200
1312,2025-01-28,VCU,-260,Saint Louis,210,VCU,-260
1313,2025-01-28,Southern Ill.,-126,Valparaiso,105,Southern Ill.,-126
1314,2025-01-28,Marquette,-285,Butler,230,Butler,230
1315,2025-01-28,Fresno St.,285,Wyoming,-365,Wyoming,-365
1316,2025-01-28,Air Force,1160,Colorado St.,-2800,Air Force,1160
1317,2025-01-28,Arizona St.,105,Colorado,-126,Arizona St.,105
1318,2025-01-28,Baylor,136,BYU,-164,BYU,-164
1319,2025-01-28,Georgia Tech,300,Notre Dame,-385,Georgia Tech,300
1320,2025-01-28,North Carolina,146,Pittsburgh,-176,Pittsburgh,-176
1321,2025-01-28,Oklahoma,300,Texas A&M,-385,Texas A&M,-385
1322,2025-01-28,Cincinnati,-105,Utah,-114,Utah,-114
1323,2025-01-28,Oregon St.,680,Gonzaga,-1100,Gonzaga,-1100
1324,2025-01-28,San Jose St.,890,San Diego St.,-1700,San Jose St.,890
1325,2025-01-29,Colgate,-192,Army West Point,158,Army West Point,158
1326,2025-01-29,Charleston So.,-142,USC Upstate,116,USC Upstate,116
1327,2025-01-29,Samford,-108,Furman,-111,Samford,-108
1328,2025-01-29,Old Dominion,490,App State,-750,App State,-750
1329,2025-01-29,Presbyterian,250,Winthrop,-325,Winthrop,-325
1330,2025-01-29,Radford,118,UNC Asheville,-144,Radford,118
1331,2025-01-29,American,-108,Lafayette,-112,American,-108
1332,2025-01-29,Auburn,-900,LSU,590,Auburn,-900
1333,2025-01-29,Loyola Maryland,164,Bucknell,-205,Bucknell,-205
1334,2025-01-29,Charlotte,360,Temple,-480,Temple,-480
1335,2025-01-29,Chattanooga,-620,Western Caro.,430,Chattanooga,-620
1336,2025-01-29,UNI,280,Drake,-360,UNI,280
1337,2025-01-29,Duquesne,340,Saint Joseph's,-450,Saint Joseph's,-450
1338,2025-01-29,,100,UNC Greensboro,-120,,100
1339,2025-01-29,UTSA,360,Fla. Atlantic,-480,Fla. Atlantic,-480
1340,2025-01-29,FGCU,122,Jacksonville,-150,FGCU,122
1341,2025-01-29,Virginia Tech,400,Florida St.,-550,Virginia Tech,400
1342,2025-01-29,Fordham,180,La Salle,-220,Fordham,180
1343,2025-01-29,Richmond,285,George Washington,-365,George Washington,-365
1344,2025-01-29,Longwood,-130,Gardner-Webb,106,Gardner-Webb,106
1345,2025-01-29,Loyola Chicago,280,George Mason,-360,George Mason,-360
1346,2025-01-29,Houston,-360,West Virginia,280,West Virginia,280
1347,2025-01-29,Missouri St.,160,Indiana St.,-194,Missouri St.,160
1348,2025-01-29,Navy,-102,Lehigh,-120,Navy,-102
1349,2025-01-29,Wisconsin,176,Maryland,-215,Maryland,-215
1350,2025-01-29,Massachusetts,158,Rhode Island,-192,Rhode Island,-192
1351,2025-01-29,The Citadel,470,Mercer,-700,The Citadel,470
1352,2025-01-29,Virginia,-108,Miami (FL),-111,Miami (FL),-111
1353,2025-01-29,North Ala.,-150,Queens (NC),122,North Ala.,-150
1354,2025-01-29,Stetson,390,North Florida,-550,Stetson,390
1355,2025-01-29,TCU,810,Texas Tech,-1450,TCU,810
1356,2025-01-29,VMI,520,Wofford,-800,VMI,520
1357,2025-01-29,West Ga.,152,Central Ark.,-188,West Ga.,152
1358,2025-01-29,North Texas,-200,Wichita St.,162,North Texas,-200
1359,2025-01-29,Arkansas St.,-410,Southern Miss.,315,Arkansas St.,-410
1360,2025-01-29,UIC,310,Bradley,-420,UIC,310
1361,2025-01-29,Xavier,198,Creighton,-245,Xavier,198
1362,2025-01-29,DePaul,890,UConn,-1700,UConn,-1700
1363,2025-01-29,Murray St.,-215,Evansville,176,Evansville,176
1364,2025-01-29,Oklahoma St.,225,Kansas St.,-280,Kansas St.,-280
1365,2025-01-29,Omaha,-115,South Dakota,-105,Omaha,-115
1366,2025-01-29,Oral Roberts,680,St. Thomas (MN),-1200,Oral Roberts,680
1367,2025-01-29,UAB,-350,Tulsa,275,Tulsa,275
1368,2025-01-29,Alabama,-110,Mississippi St.,-110,Mississippi St.,-110
1369,2025-01-29,Belmont,128,Illinois St.,-154,Illinois St.,-154
1370,2025-01-29,California,470,SMU,-670,California,470
1371,2025-01-29,Rutgers,220,Northwestern,-275,Northwestern,-275
1372,2025-01-29,Texas,180,Ole Miss,-220,Ole Miss,-220
1373,2025-01-29,Saint Mary's (CA),-196,Santa Clara,162,Santa Clara,162
1374,2025-01-29,Nevada,255,Boise St.,-320,Boise St.,-320
1375,2025-01-29,UNLV,470,Utah St.,-670,Utah St.,-670
1376,2025-01-29,Syracuse,400,Stanford,-550,Stanford,-550
1377,2025-01-30,Vermont,-188,Binghamton,152,Binghamton,152
1378,2025-01-30,Stony Brook,1060,Col. of Charleston,-2300,Col. of Charleston,-2300
1379,2025-01-30,New Hampshire,610,Maine,-1000,New Hampshire,610
1380,2025-01-30,Towson,-152,Delaware,124,Delaware,124
1381,2025-01-30,Ohio St.,116,Penn St.,-138,Ohio St.,116
1382,2025-01-30,Wright St.,104,Youngstown St.,-125,Youngstown St.,-125
1383,2025-01-30,Bryant,-225,UMBC,184,Bryant,-225
1384,2025-01-30,William & Mary,-110,Campbell,-110,Campbell,-110
1385,2025-01-30,Central Conn. St.,-192,LIU,154,LIU,154
1386,2025-01-30,Coastal Carolina,650,James Madison,-1100,Coastal Carolina,650
1387,2025-01-30,Northern Ky.,-265,Detroit Mercy,205,Northern Ky.,-265
1388,2025-01-30,Drexel,-168,Monmouth,136,Monmouth,136
1389,2025-01-30,Hofstra,128,Elon,-154,Elon,-154
1390,2025-01-30,Le Moyne,184,FDU,-225,Le Moyne,184
1391,2025-01-30,,350,Jacksonville St.,-480,,350
1392,2025-01-30,Ga. Southern,550,Troy,-820,Troy,-820
1393,2025-01-30,Georgia St.,640,Marshall,-1000,Georgia St.,640
1394,2025-01-30,Green Bay,650,Oakland,-1200,Oakland,-1200
1395,2025-01-30,Northeastern,-134,Hampton,110,Hampton,110
1396,2025-01-30,IU Indy,310,Robert Morris,-420,IU Indy,310
1397,2025-01-30,Saint Francis,-152,Mercyhurst,124,Mercyhurst,124
1398,2025-01-30,UMass Lowell,-430,NJIT,320,UMass Lowell,-430
1399,2025-01-30,UNCW,-590,N.C. A&T,410,N.C. A&T,410
1400,2025-01-30,Wagner,146,Stonehill,-180,Stonehill,-180
1401,2025-01-30,New Mexico St.,250,Middle Tenn.,-315,Middle Tenn.,-315
1402,2025-01-30,Tennessee Tech,225,Morehead St.,-290,Tennessee Tech,225
1403,2025-01-30,Tennessee St.,250,Little Rock,-325,Little Rock,-325
1404,2025-01-30,Bellarmine,330,Austin Peay,-450,Austin Peay,-450
1405,2025-01-30,Eastern Ky.,440,Lipscomb,-650,Eastern Ky.,440
1406,2025-01-30,Liberty,-154,Kennesaw St.,128,Liberty,-154
1407,2025-01-30,Louisiana,570,Texas St.,-900,Louisiana,570
1408,2025-01-30,South Dakota St.,116,North Dakota St.,-140,South Dakota St.,116
1409,2025-01-30,ULM,920,South Alabama,-2000,South Alabama,-2000
1410,2025-01-30,Southern Utah,350,UT Arlington,-470,Southern Utah,350
1411,2025-01-30,Utah Tech,198,Tarleton St.,-250,Utah Tech,198
1412,2025-01-30,UTEP,126,Western Ky.,-152,Western Ky.,-152
1413,2025-01-30,Eastern Ill.,132,Western Ill.,-162,Eastern Ill.,132
1414,2025-01-30,Illinois,-166,Nebraska,138,Illinois,-166
1415,2025-01-30,SIUE,-154,Lindenwood,126,Lindenwood,126
1416,2025-01-30,UT Martin,152,Southeastern Mo. St.,-188,Southeastern Mo. St.,-188
1417,2025-01-30,Cleveland St.,164,Purdue Fort Wayne,-205,Cleveland St.,164
1418,2025-01-30,Kansas City,-215,Denver,172,Denver,172
1419,2025-01-30,Eastern Wash.,205,Idaho St.,-260,Eastern Wash.,205
1420,2025-01-30,Idaho,138,Weber St.,-170,Idaho,138
1421,2025-01-30,Memphis,-285,Tulane,230,Memphis,-285
1422,2025-01-30,Portland St.,142,Montana,-176,Portland St.,142
1423,2025-01-30,Sacramento St.,470,Montana St.,-700,Sacramento St.,470
1424,2025-01-30,Cal Poly,140,CSU Bakersfield,-172,CSU Bakersfield,-172
1425,2025-01-30,Abilene Christian,260,California Baptist,-330,California Baptist,-330
1426,2025-01-30,CSUN,-110,UC Santa Barbara,-110,UC Santa Barbara,-110
1427,2025-01-30,UC Irvine,-2100,Long Beach St.,1000,UC Irvine,-2100
1428,2025-01-30,Portland,550,LMU (CA),-820,LMU (CA),-820
1429,2025-01-30,Washington St.,-720,Pacific,500,Pacific,500
1430,2025-01-30,Pepperdine,-142,San Diego,118,Pepperdine,-142
1431,2025-01-30,UC Davis,210,UC Riverside,-265,UC Davis,210
1432,2025-01-30,Oregon,155,UCLA,-188,Oregon,155
1433,2025-01-30,Seattle U,480,Grand Canyon,-690,Grand Canyon,-690
1434,2025-01-30,UC San Diego,-400,Hawaii,310,UC San Diego,-400
1435,2025-01-31,Yale,-152,Princeton,126,Yale,-152
1436,2025-01-31,Butler,132,Georgetown,-160,Butler,132
1437,2025-01-31,Akron,105,Kent St.,-126,Kent St.,-126
1438,2025-01-31,Brown,102,Penn,-122,Brown,102
1439,2025-01-31,Niagara,-205,Canisius,164,Niagara,-205
1440,2025-01-31,Harvard,162,Columbia,-196,Columbia,-196
1441,2025-01-31,Dartmouth,410,Cornell,-590,Dartmouth,410
1442,2025-01-31,Dayton,-118,Saint Louis,-102,Dayton,-118
1443,2025-01-31,Fairfield,550,Quinnipiac,-820,Quinnipiac,-820
1444,2025-01-31,Iona,-110,Manhattan,-110,Manhattan,-110
1445,2025-01-31,Mount St. Mary's,320,Merrimack,-430,Mount St. Mary's,320
1446,2025-01-31,Saint Peter's,-110,Rider,-110,Rider,-110
1447,2025-01-31,Indiana,570,Purdue,-850,Indiana,570
1448,2025-01-31,Siena,195,Marist,-240,Marist,-240
1449,2025-01-31,North Carolina,660,Duke,-1050,North Carolina,660
1450,2025-01-31,Arkansas,460,Kentucky,-650,Kentucky,-650
